suite_id,aug_id,initial_size,augmented_size,n_tests_added,cov_ADC_initial_%,cov_STMT_initial_%,cov_STMT_augmented_%,fault_revealed
8,4,4,8,4,100.0,88.33,100.0,False
8,5,4,8,4,100.0,88.33,100.0,False
8,6,4,8,4,100.0,88.33,100.0,True
8,7,4,8,4,100.0,88.33,100.0,False
8,8,4,8,4,100.0,88.33,100.0,True
8,9,4,8,4,100.0,88.33,100.0,False
8,10,4,8,4,100.0,88.33,100.0,False
8,11,4,8,4,100.0,88.33,100.0,False
8,12,4,8,4,100.0,88.33,100.0,False
8,13,4,8,4,100.0,88.33,100.0,False
8,14,4,8,4,100.0,88.33,100.0,True
8,15,4,8,4,100.0,88.33,100.0,False
8,16,4,8,4,100.0,88.33,100.0,False
8,17,4,8,4,100.0,88.33,100.0,False
8,18,4,8,4,100.0,88.33,100.0,False
8,19,4,8,4,100.0,88.33,100.0,False
8,20,4,8,4,100.0,88.33,100.0,False
8,21,4,8,4,100.0,88.33,100.0,True
8,22,4,8,4,100.0,88.33,100.0,False
8,23,4,8,4,100.0,88.33,100.0,False
8,24,4,8,4,100.0,88.33,100.0,False
8,25,4,8,4,100.0,88.33,100.0,False
8,26,4,8,4,100.0,88.33,100.0,False
8,27,4,8,4,100.0,88.33,100.0,False
8,28,4,8,4,100.0,88.33,100.0,False
8,29,4,8,4,100.0,88.33,100.0,False
8,30,4,8,4,100.0,88.33,100.0,False
8,31,4,8,4,100.0,88.33,100.0,True
8,32,4,8,4,100.0,88.33,100.0,False
8,33,4,8,4,100.0,88.33,100.0,False
8,34,4,8,4,100.0,88.33,100.0,False
8,35,4,8,4,100.0,88.33,100.0,True
8,36,4,8,4,100.0,88.33,100.0,False
8,37,4,8,4,100.0,88.33,100.0,False
8,38,4,8,4,100.0,88.33,100.0,False
8,39,4,8,4,100.0,88.33,100.0,False
8,40,4,8,4,100.0,88.33,100.0,False
8,41,4,8,4,100.0,88.33,100.0,False
8,42,4,8,4,100.0,88.33,100.0,True
8,43,4,8,4,100.0,88.33,100.0,False
8,44,4,8,4,100.0,88.33,100.0,True
8,45,4,8,4,100.0,88.33,100.0,False
8,46,4,8,4,100.0,88.33,100.0,False
8,47,4,8,4,100.0,88.33,100.0,False
8,48,4,8,4,100.0,88.33,100.0,False
8,49,4,8,4,100.0,88.33,100.0,False
8,50,4,8,4,100.0,88.33,100.0,False
9,1,4,8,4,100.0,85.0,100.0,False
9,2,4,8,4,100.0,85.0,100.0,False
9,3,4,8,4,100.0,85.0,100.0,False
9,4,4,8,4,100.0,85.0,100.0,False
9,5,4,8,4,100.0,85.0,100.0,False
9,6,4,8,4,100.0,85.0,100.0,False
9,7,4,8,4,100.0,85.0,100.0,False
9,8,4,8,4,100.0,85.0,100.0,True
9,9,4,8,4,100.0,85.0,100.0,False
9,10,4,8,4,100.0,85.0,100.0,False
9,11,4,8,4,100.0,85.0,100.0,True
9,12,4,8,4,100.0,85.0,100.0,False
9,13,4,8,4,100.0,85.0,100.0,False
9,14,4,8,4,100.0,85.0,100.0,False
9,15,4,8,4,100.0,85.0,100.0,True
9,16,4,8,4,100.0,85.0,100.0,False
9,17,4,8,4,100.0,85.0,100.0,False
9,18,4,8,4,100.0,85.0,100.0,False
9,19,4,8,4,100.0,85.0,100.0,False
9,20,4,8,4,100.0,85.0,100.0,False
9,21,4,8,4,100.0,85.0,100.0,False
9,22,4,8,4,100.0,85.0,100.0,False
9,23,4,8,4,100.0,85.0,100.0,False
9,24,4,8,4,100.0,85.0,100.0,False
9,25,4,8,4,100.0,85.0,100.0,True
9,26,4,8,4,100.0,85.0,100.0,False
9,27,4,8,4,100.0,85.0,100.0,True
9,28,4,8,4,100.0,85.0,100.0,True
9,29,4,8,4,100.0,85.0,100.0,True
9,30,4,8,4,100.0,85.0,100.0,False
9,31,4,8,4,100.0,85.0,100.0,False
9,32,4,8,4,100.0,85.0,100.0,False
9,33,4,8,4,100.0,85.0,100.0,True
9,34,4,8,4,100.0,85.0,100.0,False
9,35,4,8,4,100.0,85.0,100.0,False
9,36,4,8,4,100.0,85.0,100.0,False
9,37,4,8,4,100.0,85.0,100.0,False
9,38,4,8,4,100.0,85.0,100.0,False
9,39,4,8,4,100.0,85.0,100.0,False
9,40,4,8,4,100.0,85.0,100.0,False
9,41,4,8,4,100.0,85.0,100.0,False
9,42,4,8,4,100.0,85.0,100.0,False
9,43,4,8,4,100.0,85.0,100.0,False
9,44,4,8,4,100.0,85.0,100.0,False
9,45,4,8,4,100.0,85.0,100.0,False
9,46,4,8,4,100.0,85.0,100.0,False
9,47,4,8,4,100.0,85.0,100.0,False
9,48,4,8,4,100.0,85.0,100.0,True
9,49,4,8,4,100.0,85.0,100.0,False
9,50,4,8,4,100.0,85.0,100.0,False
10,1,4,8,4,100.0,86.67,100.0,True
10,2,4,8,4,100.0,86.67,100.0,False
10,3,4,8,4,100.0,86.67,100.0,False
10,4,4,8,4,100.0,86.67,100.0,False
10,5,4,8,4,100.0,86.67,100.0,False
10,6,4,8,4,100.0,86.67,100.0,False
10,7,4,8,4,100.0,86.67,100.0,False
10,8,4,8,4,100.0,86.67,100.0,False
10,9,4,8,4,100.0,86.67,100.0,False
10,10,4,8,4,100.0,86.67,100.0,False
10,11,4,8,4,100.0,86.67,100.0,False
10,12,4,8,4,100.0,86.67,100.0,False
10,13,4,8,4,100.0,86.67,100.0,True
10,14,4,8,4,100.0,86.67,100.0,True
10,15,4,8,4,100.0,86.67,100.0,True
10,16,4,8,4,100.0,86.67,100.0,False
10,17,4,8,4,100.0,86.67,100.0,False
10,18,4,8,4,100.0,86.67,100.0,False
10,19,4,8,4,100.0,86.67,100.0,False
10,20,4,8,4,100.0,86.67,100.0,False
10,21,4,8,4,100.0,86.67,100.0,False
10,22,4,8,4,100.0,86.67,100.0,False
10,23,4,8,4,100.0,86.67,100.0,True
10,24,4,8,4,100.0,86.67,100.0,False
10,25,4,8,4,100.0,86.67,100.0,False
10,26,4,8,4,100.0,86.67,100.0,True
10,27,4,8,4,100.0,86.67,100.0,False
10,28,4,8,4,100.0,86.67,100.0,False
10,29,4,8,4,100.0,86.67,100.0,True
10,30,4,8,4,100.0,86.67,100.0,False
10,31,4,8,4,100.0,86.67,100.0,False
10,32,4,8,4,100.0,86.67,100.0,True
10,33,4,8,4,100.0,86.67,100.0,False
10,34,4,8,4,100.0,86.67,100.0,False
10,35,4,8,4,100.0,86.67,100.0,False
10,36,4,8,4,100.0,86.67,100.0,False
10,37,4,8,4,100.0,86.67,100.0,False
10,38,4,8,4,100.0,86.67,100.0,False
10,39,4,8,4,100.0,86.67,100.0,False
10,40,4,8,4,100.0,86.67,100.0,False
10,41,4,8,4,100.0,86.67,100.0,False
10,42,4,8,4,100.0,86.67,100.0,True
10,43,4,8,4,100.0,86.67,100.0,False
10,44,4,8,4,100.0,86.67,100.0,False
10,45,4,8,4,100.0,86.67,100.0,False
10,46,4,8,4,100.0,86.67,100.0,False
10,47,4,8,4,100.0,86.67,100.0,False
10,48,4,8,4,100.0,86.67,100.0,True
10,49,4,8,4,100.0,86.67,100.0,False
10,50,4,8,4,100.0,86.67,100.0,False
11,1,4,8,4,100.0,85.0,100.0,False
11,2,4,8,4,100.0,85.0,100.0,False
11,3,4,8,4,100.0,85.0,100.0,True
11,4,4,8,4,100.0,85.0,100.0,False
11,5,4,8,4,100.0,85.0,100.0,False
11,6,4,8,4,100.0,85.0,100.0,False
11,7,4,8,4,100.0,85.0,100.0,False
11,8,4,8,4,100.0,85.0,100.0,False
11,9,4,8,4,100.0,85.0,100.0,False
11,10,4,8,4,100.0,85.0,100.0,False
11,11,4,8,4,100.0,85.0,100.0,False
11,12,4,8,4,100.0,85.0,100.0,False
11,13,4,8,4,100.0,85.0,100.0,False
11,14,4,8,4,100.0,85.0,100.0,True
11,15,4,8,4,100.0,85.0,100.0,False
11,16,4,8,4,100.0,85.0,100.0,False
11,17,4,8,4,100.0,85.0,100.0,False
11,18,4,8,4,100.0,85.0,100.0,False
11,19,4,8,4,100.0,85.0,100.0,False
11,20,4,8,4,100.0,85.0,100.0,False
11,21,4,8,4,100.0,85.0,100.0,False
